Gene,Screen 1 P value,Screen 2 P value,Fisher P value,Screen 1 log2 Fold Enrichment,Screen 2 log2 Fold Enrichment,Combined log2 Fold Enrichment,Fold Enrichment,Screen 1 'Good' sgRNAs,Screen 2 'Good' sgRNAs
MTX1,0.25132,0.028821,0.04293592183017089,0.21875,0.75523,0.48699,1.401517734466416,3,3
SLC30A9,0.035654,0.21117,0.044338498433685654,0.46176,0.5115,0.48663,1.4011680531929225,3,2
TMEM72,0.22153,0.11699,0.1205873230353278,0.33462,0.63826,0.48644,1.4009835343633097,3,2
IGSF10,0.15918,0.11384,0.0907988063463384,0.34845,0.62283,0.48563999999999996,1.4002068794881817,3,2
NDUFAF6,0.094333,0.10623,0.0561483634965824,0.34866,0.62232,0.48549,1.400061304638565,2,2
RFX7,0.31204,0.019174,0.03660926015446599,0.078842,0.89198,0.485411,1.399984641302446,2,3
BTBD1,0.19122,0.08752,0.08518773245460962,0.34504,0.62572,0.48538000000000003,1.3999545593680254,3,2
CNGB3,0.19965,0.11915,0.11272231118146653,0.29338,0.67711,0.485245,1.39982356493199,2,2
MECR,0.44282,0.10651,0.1912110383264399,0.26552,0.70214,0.48383,1.3984512864929826,2,2
DHX33,0.30281,0.006174,0.013614163975264602,0.27736,0.68899,0.483175,1.3978165177690247,2,2
VAPA,0.22194,0.082438,0.0915007875446235,0.3201,0.64507,0.48258500000000004,1.3972449880213322,2,2
C9orf114,0.12809,0.18719,0.11342766400229054,0.40767,0.55557,0.48162,1.3963107014730847,3,2
DKKL1,0.22936,0.020161,0.029485596160639175,0.29188,0.67023,0.481055,1.3957639739503784,2,2
HMBS,0.21347,0.073698,0.08105347882111555,0.30692,0.65377,0.480345,1.395077239344212,2,2
NFS1,0.14346,0.083036,0.06468617588047246,0.42954,0.53045,0.47999499999999995,1.394738832545582,2,2
NEDD8,0.19428,0.12955,0.11784474130769904,0.34155,0.61814,0.479845,1.3945938261906092,2,2
ZNF551,0.1573,0.088842,0.07365437641439432,0.37347,0.58472,0.47909500000000005,1.3938690205218223,3,2
CD14,0.10276,0.16722,0.08701401505824499,0.57903,0.37877,0.4789,1.393680632759282,3,2
SKIV2L,0.20008,0.044519,0.050957921494764594,0.25404,0.70191,0.47797500000000004,1.3927873452943809,3,2
ZSWIM4,0.18391,0.06006,0.060814171196239976,0.12029,0.83558,0.477935,1.3927487295648504,2,2
UBE2M,0.046182,0.027183,0.009641618148830878,0.40801,0.54771,0.47786,1.3926763279576686,3,2
EXPH5,0.053234,0.049275,0.018213260283277372,0.45935,0.49637,0.47785999999999995,1.3926763279576686,3,2
TMEM178A,0.060904,0.162,0.055435776367555416,0.51097,0.44439,0.47768,1.3925025794562615,3,2
VPS29,0.5162,0.0075159,0.025419826582843617,0.04154,0.91152,0.47653,1.391393031113784,2,2
OR1M1,0.092075,0.18806,0.08755032615548737,0.49026,0.46226,0.47626,1.3911326566367785,3,2
ATP2B4,0.3624,0.036918,0.0710972876195787,0.18585,0.76665,0.47625,1.3911230140734099,2,2
KRTAP5-6,0.15267,0.027529,0.027200826607353058,0.25931,0.69084,0.475075,1.389990478062677,2,2
MEAF6,0.059667,0.088672,0.03302399963416793,0.40658,0.54281,0.474695,1.389624408442685,2,2
COA3,0.19627,0.068338,0.07124226721547075,0.31955,0.62979,0.47467,1.3896003282953053,2,2
SNAP23,0.16085,0.17035,0.1259664848422902,0.42576,0.52342,0.47459,1.3895232746277333,2,2
ANO2,0.37198,0.015495,0.035483020407365985,0.1181,0.82983,0.47396499999999997,1.3889214399120755,2,3
LCMT2,0.1035,0.12015,0.06699263519849577,0.57614,0.37175,0.473945,1.3889021855059354,3,2
C11orf91,0.31188,0.043341,0.07169238329875134,0.18957,0.75831,0.47394000000000003,1.3888973719461069,2,2
ASAH2B,0.43158,0.16643,0.26098529630625594,0.27901,0.66782,0.473415,1.3883920409910622,2,2
ZNF284,0.21974,0.16954,0.1598218768700524,0.3865,0.56,0.47325000000000006,1.3882332606662917,2,2
RPS19,0.23245,0.033184,0.04523859317513377,0.37263,0.57358,0.473105,1.3880937414319574,2,2
SRCAP,0.18042,0.021598,0.02551419317594007,0.28642,0.6597,0.47306,1.3880504452103555,2,2
XPO5,0.21296,0.16297,0.15134771312700168,0.34624,0.59837,0.472305,1.3873242321943577,3,2
KRT15,0.29383,0.094081,0.12683960757953572,0.26415,0.68004,0.472095,1.3871223067161278,2,2
HPSE,0.20245,0.18261,0.15888206853693315,0.33267,0.61044,0.471555,1.3866032047173562,3,2
KIAA1324L,0.19588,0.087399,0.08675458070305876,0.33396,0.60907,0.471515,1.3865647604462332,2,2
VPS53,0.1932,0.030187,0.03583477383683741,0.46338,0.47944,0.47141,1.3864638493057484,3,2
NRBF2,0.17547,0.0322,0.034895657091879716,0.17931,0.76336,0.471335,1.3863917744161016,2,3
HNRNPCL4,0.040706,0.15111,0.03746703180871197,0.40814,0.53279,0.470465,1.385555979461367,2,2
CTNS,0.19228,0.037947,0.043197660221304945,0.24257,0.69462,0.468595,1.3837612056996123,2,3
KIF13A,0.26365,0.0477,0.06760859586037275,0.20376,0.73091,0.46733499999999994,1.382553204065185,2,2
CD177,0.50799,0.087535,0.18289282715118887,0.2263,0.70816,0.46723000000000003,1.3824525848769704,2,2
COX17,0.53821,0.029588,0.08185051938032581,0.0078743,0.92645,0.46716215,1.3823875696107046,2,2
SAMD4A,0.33232,0.046307,0.07962318453752072,0.22255,0.71136,0.466955,1.382189093134917,2,2
GPR27,0.13183,0.020885,0.018983700338737912,0.14206,0.79119,0.46662499999999996,1.3818729693350889,2,3
SLC13A2,0.073965,0.069639,0.03228857778918598,0.43612,0.49699,0.466555,1.3818059220669978,2,2
MRPL15,0.38111,0.10316,0.1665451994096486,0.2485,0.68404,0.46626999999999996,1.3815329774870655,2,2
MED28,0.14836,0.14072,0.10165319921447849,0.44519,0.48618,0.465685,1.380972891722042,3,2
PRAMEF18,0.17548,0.088505,0.08021573592908048,0.36695,0.56427,0.46561,1.3809011022781081,2,2
RABGAP1,0.46991,0.058322,0.12598552609200148,0.22496,0.70472,0.46484000000000003,1.3801642797919036,2,2
FGD3,0.09165,0.18276,0.0852465419864242,0.48378,0.44558,0.46468,1.3800112231626425,3,2
TNPO2,0.16397,0.038199,0.03803828604422446,0.43825,0.49108,0.464665,1.379996874973906,3,2
BPIFB4,0.46255,0.0093759,0.027931797099668847,0.27176,0.65679,0.464275,1.3796238744245146,2,2
EMC6,0.034843,0.20283,0.04206605854801772,0.41271,0.51461,0.46366,1.3790358860836194,4,2
AKIP1,0.29203,0.073943,0.10441269447681702,0.27548,0.65052,0.46299999999999997,1.3784051529756307,2,2
COX16,0.086228,0.032358,0.01920095532401648,0.63387,0.29167,0.46277,1.3781854198329937,3,2
PARS2,0.025979,0.096041,0.017448993554166643,0.4898,0.43557,0.462685,1.3781042229712417,4,2
SIAH2,0.23801,0.098536,0.11146473051379262,0.28688,0.6379,0.46239,1.37782245920781,2,2
CSTF1,0.11793,0.02478,0.019975075055399968,0.41693,0.50754,0.462235,1.377674436927846,3,2
GADD45GIP1,0.37447,0.11559,0.17919765796859313,0.27187,0.65228,0.462075,1.3775216564156834,2,2
NDUFB2,0.19201,0.15738,0.13596224431713924,0.35441,0.5697,0.462055,1.3775025600430035,3,2
TRIM14,0.13081,0.19086,0.1170980048671049,0.42757,0.49586,0.461715,1.3771779622081577,3,2
DUS2,0.054895,0.11515,0.03833057834510723,0.5901,0.33243,0.461265,1.3767484650354744,3,2
KDM2A,0.16586,0.032038,0.033144670333182726,0.18838,0.73371,0.461045,1.3765385373923507,2,3
SUPT5H,0.24778,0.1669,0.17309226414580942,0.39025,0.53119,0.46072,1.3762284755809226,3,2
VSIG10L,0.16924,0.079132,0.0711542978178126,0.3579,0.56351,0.460705,1.3762141667219938,2,2
PSMC3IP,0.16723,0.1054,0.0888066589167322,0.1867,0.73338,0.46004,1.3755799567857747,2,2
MRPS23,0.2143,0.11476,0.1157175332686554,0.32224,0.5975,0.45987,1.375417874842751,3,2
SRP14,0.16207,0.070152,0.062268870840313156,0.32863,0.59058,0.459605,1.375165255783661,2,2
NPAT,0.25282,0.16903,0.17746458284605832,0.3724,0.54478,0.45859000000000005,1.3741981062412223,2,2
OR10AG1,0.21029,0.049045,0.05749135074447891,0.39803,0.51834,0.458185,1.3738123891590306,3,2
IGFL3,0.075444,0.14183,0.05925238313615633,0.3365,0.57983,0.458165,1.373793344207357,2,2
MLLT4,0.22519,0.0078291,0.012941943865500138,0.097448,0.81856,0.45800399999999997,1.3736400419632315,2,2
WNT10A,0.07985,0.12166,0.054733047251443845,0.56719,0.34832,0.457755,1.3734029808756134,3,2
RPLP1,0.15495,0.17567,0.12531576498231203,0.42606,0.48908,0.45757000000000003,1.3732268776421759,3,2
KRTAP22-1,0.3825,0.016574,0.03842370497111455,0.2744,0.63841,0.456405,1.372118421936166,2,2
DSG3,0.083937,0.12509,0.05834052912981766,0.41385,0.49873,0.45629,1.372009052093475,3,2
RLN3,0.15844,0.092523,0.07656102410486612,0.31341,0.59856,0.455985,1.3717190264688186,3,2
RAC1,0.26477,0.10554,0.12791451143593446,0.2297,0.68059,0.455145,1.3709205842677161,2,2
FGF21,0.1409,0.10806,0.07894156754142662,0.5307,0.37898,0.45483999999999997,1.3706307887316007,3,2
GATB,0.35524,0.010675,0.024932918040408928,0.17458,0.73497,0.45477500000000004,1.3705690369463694,2,2
POMT2,0.42324,0.1284,0.21261665706884414,0.19288,0.71615,0.454515,1.3703220576255626,2,2
GCSH,0.24334,0.034555,0.04858916298160851,0.17527,0.73338,0.45432500000000003,1.370141600883283,2,3
FAM157B,0.23031,0.1918,0.18197835437544907,0.33249,0.57568,0.45408499999999996,1.3699136894919162,3,2
EHHADH,0.284,0.080953,0.10972673945386768,0.32475,0.58293,0.45383999999999997,1.3696810690505872,2,2
HNRNPR,0.44021,0.037576,0.08439210267767351,0.22219,0.6835,0.452845,1.368736751108877,2,3
FOXN1,0.18444,0.18199,0.14749791420474237,0.31111,0.59392,0.452515,1.3684237040266263,3,2
C2CD4B,0.036305,0.06021,0.015576275362993044,0.44145,0.46353,0.45249,1.3683999912562759,4,2
ZSCAN31,0.2186,0.16524,0.15607607862210188,0.27431,0.6306,0.45245500000000005,1.3683667940681083,3,2
MED13,0.032268,0.012751,0.003619035688166297,0.21098,0.69351,0.452245,1.3681676278509587,2,2
LHX1,0.25805,0.12238,0.1406967528928553,0.18145,0.72295,0.4522,1.3681249531474888,2,2
CATSPER2,0.13384,0.073053,0.05502415741401452,0.47226,0.43202,0.45214,1.3680680556134124,2,2
EQTN,0.34261,0.020954,0.042619063340572624,0.24635,0.65786,0.452105,1.368034866477956,2,2
CEP57L1,0.10151,0.17119,0.08780117923523212,0.41271,0.49093,0.45182,1.3677646420593161,3,2
TMEM242,0.0081349,0.17321,0.010659211113788088,0.75987,0.1432,0.451535,1.3674944710174128,4,2
EMD,0.13541,0.042541,0.03546572935518295,0.049102,0.85295,0.451026,1.3670120877747527,2,2
ABI3,0.12096,0.035298,0.027565792946686266,0.16648,0.73411,0.450295,1.3663196110653737,2,3
GSAP,0.28593,0.1917,0.21397988202505533,0.34644,0.55397,0.45020499999999997,1.3662343782711968,2,2
DDX3X,0.030967,0.039031,0.0093288187319618,0.38698,0.51238,0.44967999999999997,1.3657372929306006,4,2
REXO1,0.36873,0.029001,0.0592220534129964,0.011852,0.88655,0.44920099999999996,1.3652839195177622,2,3
GP6,0.044516,0.17267,0.045106987415864025,0.42539,0.47163,0.44850999999999996,1.3646301532903946,4,2
PDK4,0.19714,0.16214,0.14202164978481832,0.30251,0.5938,0.44815499999999997,1.3642944038127065,3,2
MAOA,0.49643,0.042348,0.10221602713082606,0.071942,0.82373,0.447836,1.3639927726359593,2,2
CLEC4F,0.042465,0.13717,0.03579770751973184,0.34621,0.54904,0.447625,1.3637932977491978,4,2
ZNF546,0.46969,0.084961,0.16845019663419217,0.13834,0.75617,0.447255,1.3634435780891416,2,2
RPS3,0.0027225,0.041515,0.0011401813210785358,0.28349,0.6109,0.447195,1.363386875243932,2,2
ZSWIM7,0.32412,0.10947,0.15394486062065688,0.16532,0.72711,0.44621500000000003,1.3624610625113134,2,2
TMEM42,0.46846,0.037932,0.08938591695241802,0.15299,0.73932,0.44615499999999997,1.3624044005269282,2,2
GIGYF2,0.12007,0.076158,0.05207331325350192,0.33697,0.5548,0.445885,1.3621494507569316,3,2
SAGE1,0.26955,0.14863,0.16895846913053275,0.34122,0.55036,0.44579,1.3620597575551943,2,2
KISS1,0.14382,0.19394,0.12773066708634076,0.46309,0.42784,0.445465,1.3617529570521723,3,2
RBM22,0.56663,0.0012476,0.005835391968585523,-0.27501,1.1659,0.445445,1.3617340792785675,2,2
NAA15,0.17058,0.0028119,0.004145382827595007,0.64754,0.24294,0.44523999999999997,1.361540597187095,3,2
ACO2,0.086404,0.055824,0.03055283797703864,0.36829,0.52217,0.44523,1.3615311597395412,2,2
PARN,0.17872,0.15521,0.1271814528727766,0.44024,0.449,0.44462,1.360955599121706,3,2
PMM2,0.22603,0.047178,0.0590863428504414,0.34117,0.54729,0.44423,1.3605877452552404,3,2
B4GALT5,0.10993,0.016943,0.01357014533274982,0.15076,0.73737,0.444065,1.3604321447060495,2,2
HACD1,0.34853,0.085886,0.13496469663944152,0.17251,0.71506,0.443785,1.360168136008917,2,2
GJB4,0.42409,0.11627,0.1977115980799899,0.2513,0.63603,0.443665,1.3600550051089368,2,2
ZNF345,0.24209,0.083118,0.09871749860507494,0.25223,0.63294,0.442585,1.3590372503459685,2,2
PRSS22,0.056387,0.047821,0.0186483542506739,0.25498,0.6297,0.44234,1.358806476796231,2,2
TUBB8,0.20105,0.0055423,0.008690875055707318,0.41673,0.46788,0.442305,1.3587735123453526,3,2
MRGBP,0.010121,0.15632,0.011785161310669607,0.55667,0.32781,0.44223999999999997,1.358712294772537,3,2
ACHE,0.15936,0.12631,0.09874376484788937,0.27794,0.60537,0.441655,1.358161460715395,2,2
LMTK3,0.022386,0.056598999999999997,0.009719456184423535,0.52035,0.36291,0.44162999999999997,1.3581379257746293,3,2
PKD1L2,0.17931,0.051713,0.05267505129017813,0.42964,0.45338,0.44151,1.358024963735766,3,2
FOSL1,0.28659,0.098205,0.1286319697108669,0.27215,0.61065,0.4414,1.3579214234538703,2,2
ZNF195,0.29303,0.071281,0.101692863566907,0.29489,0.58755,0.44122,1.3577520109294974,2,2
ARHGEF28,0.14006,0.17126,0.11346313503381136,0.32952,0.55283,0.441175,1.3577096611009585,2,2
MUC2,0.12703,0.050269,0.03865692861678758,0.38508,0.49706,0.44106999999999996,1.3576108499712822,3,2
EVI2A,0.42205,0.055383,0.11117128988622203,0.26626,0.61489,0.44057500000000005,1.357145122927342,2,2
B4GALNT3,0.11482,0.097267,0.06136572530674078,0.43356,0.44718,0.44037000000000004,1.3569522928580857,2,2
ADRM1,0.092432,0.021812,0.01452937299505655,0.43898,0.44175,0.440365,1.3569475900279555,3,2
FAM50B,0.26675,0.16559,0.18197109961195404,0.33716,0.54318,0.44017,1.3567641923653297,2,2
CSRNP3,0.038559,0.14117,0.03382162169260643,0.59394,0.28575,0.43984500000000004,1.356458584674925,3,2
SCUBE2,0.019479,0.19354,0.024808973005541617,0.7581,0.12143,0.439765,1.3563833687248923,3,2
HIST2H2BF,0.29316,0.051116,0.07793327275812487,0.15591,0.72332,0.439615,1.3562423500598524,2,2
PAH,0.38709,0.051731,0.09833649612306644,0.1035,0.77484,0.43917,1.3558240809461368,2,2
MEF2A,0.3433,0.035288,0.06557948321598767,0.18309,0.69471,0.4389,1.355570362566,2,3
CFAP45,0.34015,0.04792,0.08340037039097509,0.23323,0.64229,0.43776000000000004,1.3544996305180625,2,2
TRIM45,0.039503,0.16917,0.040151332617169036,0.58703,0.2884,0.437715,1.3544573821349655,3,2
TAF15,0.035314,0.058331,0.01480058881965647,0.4306,0.4431,0.43684999999999996,1.35364553039819,2,2
MSX2,0.040143,0.15476,0.03777956049235407,0.51226,0.36108,0.43667,1.3534766513287164,3,2
ANP32D,0.52664,0.038367,0.09904370668362414,0.15072,0.72196,0.43634,1.353167094420677,2,3
SPPL2A,0.20255,0.0090287,0.013357497334854775,0.21971,0.65295,0.43633,1.3531577150136203,2,2
ENHO,0.49658,0.073063,0.15660759608961947,0.19198,0.68028,0.43613,1.3529701405245906,2,2
SKA1,0.31112,0.029006,0.051509429385247406,0.12297,0.74886,0.435915,1.3527685269486296,2,2
ATP2C1,0.52134,0.091652,0.19309169526941758,0.17222,0.69932,0.43577000000000005,1.3526325719658043,2,2
CLIC2,0.020551,0.17834,0.024222083735157558,0.54627,0.32454,0.43540500000000004,1.3522904009414842,4,2
DENND4B,0.064972,0.11906,0.04534532184098596,0.19207,0.67703,0.43455,1.3514892158541372,2,2
MAGEA11,0.54037,0.088369,0.19300076541197408,0.12412,0.74368,0.4339,1.3508804453931897,2,2
PPP2R2D,0.20596,0.1644,0.148493141898968,0.3358,0.53171,0.433755,1.3507446801649976,3,2
CSTF2,0.32127,0.020253,0.03926733849468124,-0.0063296,0.87297,0.4333202,1.3503376535389542,2,3
DCK,0.31222,0.076033,0.11253804533609729,0.12425,0.7406,0.432425,1.3495000216968727,2,2
BRPF3,0.041648,0.17974,0.04412695637255169,0.33753,0.52703,0.43228,1.3493643952030434,2,2
EMP3,0.51506,0.017248,0.050846446136759,-0.0044359000000000004,0.86877,0.43216705,1.3492587562855431,2,2
INO80B,0.16632,0.041809,0.04150289427527411,0.19598,0.66833,0.43215499999999996,1.3492474867520288,2,2
OR4D2,0.039745,0.15014,0.03652866576259544,0.58667,0.27602,0.431345,1.348490165426686,3,2
CCPG1,0.21907,0.12643,0.12703045633855217,0.24392,0.61866,0.43129,1.3484387577880117,3,2
SLC26A7,0.32294,0.014258,0.02937991515431942,-0.023935,0.88552,0.43079249999999997,1.347973841358426,2,3
PRRC2B,0.040545,0.10728,0.028001663073280607,0.33956,0.51993,0.429745,1.3469954709646037,4,2
ADAM20,0.097524,0.13683,0.07094679229574456,0.50061,0.35695,0.42878,1.3460947844279822,3,2
APOA1,0.50606,0.0075888,0.025201325241676658,-0.22201,1.0787,0.428345,1.345688972426078,2,3
MRGPRF,0.19107,0.20438,0.16568860448136766,0.34798,0.50785,0.42791500000000005,1.3452879451704194,3,2
SEC23IP,0.25148,0.072224,0.09096656625526212,0.33243,0.52333,0.42788,1.345255308677186,3,2
PCSK1,0.43824,0.1012,0.18252839903743814,0.24742,0.60824,0.42783,1.3452086864888744,2,2
RAB5A,0.20797,0.074092,0.07970736747915337,0.28076,0.57459,0.427675,1.3450641679731028,3,2
SYTL4,0.21841,0.17008,0.15946789502772057,0.30977,0.54451,0.42714,1.3445654652686116,3,2
C8orf31,0.52323,0.021772,0.062368363951217046,0.18906,0.66441,0.426735,1.3441880656304346,2,2
HIF1A,0.0056148,0.13007,0.006004689910294516,0.65697,0.19505,0.42601,1.3435127382096874,4,2
DPP9,0.57335,0.0014202,0.006606362349108033,0.17948,0.67119,0.42533499999999996,1.3428842900936155,2,2
NUP98,0.15973,0.13548,0.10459154873184733,0.51639,0.33394,0.425165,1.342726060618171,3,2
PGAP3,0.56589,0.079549,0.18459873933396453,0.16911,0.68053,0.42482,1.3424050051674257,2,2
HIST2H2AC,0.47605,0.20161,0.3209118680109725,0.21338,0.63587,0.42462500000000003,1.3422235730015455,2,2
WTIP,0.22067,0.079984,0.08890367378196469,0.2377,0.61123,0.42446500000000004,1.342074723897996,2,2
AOC2,0.052663,0.18724,0.055408857909885145,0.39425,0.45392,0.424085,1.3417212734305775,2,2
KCNC2,0.18187,0.16098,0.13265424005358242,0.39009,0.45742,0.423755,1.3414144051233583,2,2
CAPZB,0.11057,0.19376,0.10376181455854908,0.25553,0.58954,0.422535,1.340280531527407,2,2
HNRNPF,0.026872,0.087141,0.016524806523641473,0.61827,0.22677,0.42252,1.3402665964247764,3,2
ARPC3,0.47009,0.063591,0.134823075338064,0.2315,0.61322,0.42236,1.3401179643448395,2,2
PABPN1,0.084233,0.10101,0.04906528432641978,0.39959,0.44489,0.42224,1.3400065011018973,2,2
RBX1,0.37208,0.056812,0.10266291191678262,0.0011315,0.84208,0.42160575,1.3394175253955736,2,2
C21orf59,0.54626,0.031107,0.08623669219090584,0.049659,0.79251,0.42108450000000003,1.3389336772815785,2,3
RANBP10,0.12544,0.057655,0.042881459978407976,0.49569,0.34626,0.420975,1.3388320565857947,3,2
MRPL13,0.36494,0.028044,0.05712832406341452,-0.043627,0.88364,0.4200065,1.337933582774322,2,3
PRSS16,0.37287,0.1802,0.24862168101000864,0.2241,0.61404,0.41907,1.3370653686476217,2,2
HSPA9,0.058118,0.26695,0.08014801695873264,0.33903,0.49767,0.41835,1.3363982513040886,4,2
SDAD1,0.16535,0.20267,0.1473120314486333,0.45723,0.3783,0.41776500000000005,1.3358564635587686,3,2
MCOLN2,0.32663,0.11724,0.16322705201979987,0.25085,0.584,0.417425,1.335541679304776,2,2
IKBKAP,0.11089,0.19,0.10239472549430045,0.1693,0.66472,0.41701,1.3351575578708026,2,2
TBCE,0.32258,0.17319,0.21703290118760407,0.14487,0.68761,0.41624000000000005,1.3344451432672932,2,2
NARR,0.15297,0.17919,0.12600208365750934,0.39521,0.43723,0.41622000000000003,1.334426644057747,3,2
NHP2,0.28492,0.13521,0.16397650691586,0.23839,0.59179,0.41509,1.3333818551853298,2,2
ZNF862,0.11237,0.18672,0.10205728654189551,0.34707,0.48302,0.415045,1.3333402654896493,2,2
RCAN3,0.20867,0.004086,0.006878292879520482,0.28513,0.54374,0.414435,1.3327766220199422,2,2
JMJD6,0.059398,0.081947999999999993,0.030788040341684336,0.59917,0.22722,0.413195,1.3316315893259085,3,2
ENGASE,0.18154,0.18028,0.14464229792570696,0.41444,0.41146,0.41295,1.3314054694393982,3,2
HAUS5,0.22728,0.02454,0.03451897588394268,0.34722,0.47816,0.41269,1.3311655474729038,3,2
HIST1H2BL,0.041323,0.1798,0.043852953773645294,0.45629,0.36888,0.412585,1.3310686681655672,3,2
HNF4G,0.13801,0.15557000000000001,0.10393921690635238,0.4136,0.41141,0.412505,1.3309948600924228,3,2
WDR20,0.24581,0.18444,0.18559359263385747,0.30078,0.5219,0.41134000000000004,1.329920493670268,2,2
DAD1,0.16405,0.10914,0.08992865557921863,0.51154,0.30962,0.41058,1.3292200868839386,2,2
KEAP1,0.24982,0.10869,0.12507375646164265,0.21933,0.60162,0.41047500000000003,1.3291233491629544,3,2
ZNF672,0.099338,0.14736,0.07647277028085259,0.41156,0.40921,0.410385,1.3290404367199669,2,2
FRAS1,0.33024,0.11913,0.16662992452269348,0.14618,0.67348,0.40982999999999997,1.3285292576002101,2,2
C22orf39,0.1425,0.027297,0.02547597139907219,0.48255,0.33699,0.40976999999999997,1.3284740067705751,2,2
CKMT1B,0.18827,0.12266,0.11011338382174365,0.23012,0.58735,0.408735,1.3275212915612062,2,2
F8A2,0.40975,0.18043,0.266493888335516,0.35772,0.45848,0.4081,1.3269371136814936,2,2
LYZL2,0.26809,0.080007,0.10385800945519309,0.21069,0.60518,0.40793500000000005,1.3267853615108964,2,2
UBA2,0.17324,0.036457,0.03830349171122343,0.11377,0.70174,0.40775500000000003,1.3266198334814299,2,3
CHTF8,0.26843,0.099743,0.12370460392523941,0.25346,0.56174,0.4076,1.3264773120040907,2,2
SULT2B1,0.15085,0.13515,0.09975216225627757,0.37121,0.44366,0.407435,1.3263256124176754,3,2
SPDYE3,0.1447,0.012042,0.012811473403547474,0.4598,0.35484,0.40732,1.3262198926625375,3,2
NR2C2,0.1667,0.1608,0.12381807008948473,0.51599,0.29862,0.407305,1.3262061037505297,3,2
FOPNL,0.42098,0.024254,0.05701865588731814,0.20293,0.61106,0.406995,1.325921164998109,2,2
CENPA,0.10163,0.031824,0.02177943693290132,0.22556,0.58806,0.40681,1.3257511500733632,2,2
PRAMEF22,0.31766,0.1884,0.2283744014235514,0.21654,0.59706,0.40680000000000005,1.3257419606984933,2,2
MPP5,0.22152,0.056038,0.06689615337423911,0.27598,0.5373,0.40664,1.3255949393628845,3,2
HLA-DQB1,0.44245,0.070804,0.139821809700563,0.0090443,0.80408,0.40656215,1.3255234101908788,2,2
SLC25A31,0.23754,0.095679,0.1087327819203828,0.19731,0.61565,0.40648,1.3254479343315595,2,2
DYNLL2,0.09674,0.13775,0.07086789724463596,0.26594,0.54685,0.40639499999999995,1.325369844539624,2,2
COL26A1,0.3458,0.12027,0.17383983883560875,0.13549,0.67679,0.40614,1.3251356027670569,2,2
SCMH1,0.43109,0.16639,0.26072505523655215,0.25984,0.55121,0.405525,1.3245708370370803,2,2
PGA5,0.46915,0.082775,0.16498430848375273,0.11534,0.69463,0.404985,1.3240751436395395,2,2
PITPNM3,0.21703,0.10327,0.1075389473913155,0.28853,0.5207,0.40461500000000006,1.3237356089682026,3,2
EXOC5,0.17227,0.074957,0.06907767556869483,0.1068,0.70182,0.40431,1.3234557877481568,2,2
MRPL27,0.02259,0.20301,0.02928042809812498,0.4005,0.40676,0.40363000000000004,1.3228321369749523,2,2
NEDD1,0.044104,0.074617,0.022103686530718928,0.16722,0.63895,0.403085,1.322332511386954,2,2
GFPT1,0.11911,0.11888,0.07444298704878102,0.30376,0.50088,0.40232,1.321631520401472,2,2
IL3,0.41341,0.018644,0.04520937907552825,0.093765,0.71083,0.4022975,1.3216109086460535,2,2
RPS9,0.26925,0.05127,0.07292564458954255,0.35833,0.44457,0.40145,1.3208347665710223,2,2
CD274,0.44881,0.034691,0.08037732956360123,0.14368,0.65776,0.40072,1.3201665966184848,2,3
GTPBP10,0.044632,0.083437,0.024551948879083126,0.63817,0.16199,0.40008,1.3195810818566551,3,2
CARD8,0.56677,0.13876,0.2786244019568684,0.10998,0.68906,0.39952,1.3190689694668885,2,2
MANBAL,0.23395,0.14861,0.15155340408260767,0.23405,0.56407,0.39905999999999997,1.3186484543994936,2,2
MGAT4C,0.20096,0.15883,0.14186391167127957,0.2292,0.56869,0.398945,1.3185433465810161,3,2
BIK,0.3283,0.14049,0.18801739613576754,0.10886,0.68895,0.39890499999999995,1.3185067893036848,2,2
AK1,0.19439,0.20025,0.1652853506387473,0.34791,0.44891,0.39841,1.318054476868637,3,2
PLVAP,0.15897,0.13612,0.10458685685842353,0.3069,0.48966,0.39827999999999997,1.31793571347277,3,2
UBE2D3,0.48495,0.19183,0.3139558896729768,0.21339,0.58133,0.39736,1.3170955398386386,2,2
RINT1,0.5012,0.041467,0.10128945178033924,-0.13842,0.93117,0.39637500000000003,1.3161965998051326,2,2
A1BG,0.10432,0.11181,0.0635834433456893,0.40915,0.3832,0.396175,1.3160141488595172,3,2
NKRF,0.11851,0.18756,0.10683570887939109,0.46253,0.32966,0.396095,1.3159411755630364,3,2
BOD1L1,0.11639,0.014801,0.012685651960737458,0.11126,0.68071,0.39598500000000003,1.3158408438873204,2,2
NFYC,0.45338,0.18535,0.29214699925888543,0.17461,0.6169,0.39575499999999997,1.3156310841927825,2,2
UBB,0.54391,0.087829,0.19305890392993486,0.098025,0.69306,0.3955425,1.3154373141936488,2,2
DDX46,0.069609,0.088611,0.037553758177644156,0.21861,0.57103,0.39482,1.3147787096432602,2,2
RAD9A,0.28346,0.0088249,0.017487684982454534,-0.15533,0.94477,0.39472,1.3146875792860693,2,2
SET,0.45718,0.042742,0.09643869775886792,0.019284,0.76999,0.39463699999999996,1.314611945886652,2,2
P2RY10,0.11443,0.15566,0.08955735010900062,0.16901,0.6192,0.394105,1.3141272664480048,2,2
SLC27A1,0.3593,0.0014988,0.004591782171679489,-0.13616,0.92425,0.394045,1.3140726145678883,2,4
ADAP2,0.0068996,0.046125,0.002880965370795764,0.56101,0.22619,0.3936,1.3136673507241299,4,2
